Name,Slug,Created On,Updated On,Published On,Description,Cat 1,Cat 2,Cat 3,Cat 4,Cat 5,Special Labels,Link,Logo
Firstory,firstory,Fri Jul 15 2022 12:25:03 GMT+0000 (Coordinated Universal Time),Fri Jul 15 2022 12:25:03 GMT+0000 (Coordinated Universal Time),Fri Jul 15 2022 13:33:27 GMT+0000 (Coordinated Universal Time),"Podcast hosting designed to bridge the gap between podcasters and audiences. Jump into the new era with our Firstory-exclusive tools specially designed to help you exponentially gain traction, grow, and manage podcasts built on strong podcaster-audience relationships.",podcast-hosting-companies,,,,,,https://firstory.me/#,https://uploads-ssl.webflow.com/62976cf559741c0c9a8c5159/62d15c98826ad8e0095825fd_61a10155d2986ad621b3469b_Firstory.png
Fiverr,fiverr,Fri Jul 15 2022 11:52:44 GMT+0000 (Coordinated Universal Time),Fri Jul 15 2022 11:52:44 GMT+0000 (Coordinated Universal Time),Fri Jul 15 2022 13:33:27 GMT+0000 (Coordinated Universal Time),Fiverr's mission is to change how the world works together. Fiverr connects businesses with freelancers offering digital services in 300+ categories.,freelancers,,,,,,https://www.fiverr.com/,https://uploads-ssl.webflow.com/62976cf559741c0c9a8c5159/62d154f78a2b7590bada9ebd_61a1016f5c321f34af9b7fb0_Fiverr.png
Flint Stone Media,flint-stone-media,Fri Jul 15 2022 13:08:39 GMT+0000 (Coordinated Universal Time),Fri Jul 15 2022 13:08:39 GMT+0000 (Coordinated Universal Time),Fri Jul 15 2022 13:33:27 GMT+0000 (Coordinated Universal Time),"Flint Stone Media has been the digital messaging bedrock of several brands and businesses, serving as a highly-resourceful podcast production house and consultancy firm since 2014.",production-companies,,,,,,http://flintstonemedia.com/,https://uploads-ssl.webflow.com/62976cf559741c0c9a8c5159/62d166d2ec464761d4b6d415_61a1017d3d891890f0c4a4a6_Flint%20Stone%20Media.png
Football Content Awards,football-content-awards,Wed Jul 27 2022 11:23:06 GMT+0000 (Coordinated Universal Time),Wed Jul 27 2022 11:23:06 GMT+0000 (Coordinated Universal Time),Wed Jul 27 2022 11:56:28 GMT+0000 (Coordinated Universal Time),"The Football Content Awards are the awards ceremony celebrating the best in online football media. We recognise and reward all content creators and online media companies in football. From the independent creators to the media organisations, small and large, we congratulate the best in class for the football content we see day to day online.",podcast-awards,,,,,,https://footballcontentawards.com/,https://uploads-ssl.webflow.com/62976cf559741c0c9a8c5159/62e1201347918bdba1e16d9e_61a1019b798ebde3ddc6ffbd_Football%20Content%20Awards.png
Fountain,fountain,Wed Jul 27 2022 12:21:33 GMT+0000 (Coordinated Universal Time),Wed Jul 27 2022 12:21:33 GMT+0000 (Coordinated Universal Time),Wed Jul 27 2022 13:59:53 GMT+0000 (Coordinated Universal Time),Fountain is a social podcast player that makes great audio content discoverable - and helps podcast creators monetise their content through the Bitcoin Lightning Network.,podcast-players,,,,,,https://www.fountain.fm/,https://uploads-ssl.webflow.com/62976cf559741c0c9a8c5159/62e12dc70d200a8223e40664_61a101ad4e6773f62b3c94b5_Fountain.png
Frame.io,frame-io,Wed Jul 20 2022 14:27:59 GMT+0000 (Coordinated Universal Time),Wed Jul 20 2022 14:27:59 GMT+0000 (Coordinated Universal Time),Wed Jul 20 2022 14:42:51 GMT+0000 (Coordinated Universal Time),"Our cloud-based collaboration platform enables you to stay connected with all your teams—on videos, images, and more—from anywhere on the planet.",planning-tools,,,,,,https://www.frame.io/,https://uploads-ssl.webflow.com/62976cf559741c0c9a8c5159/62d810e75bf8e3824afe524b_61a101b407e6e5a69d0f3e05_Frame.io.png
Free Music Archive,free-music-archive,Wed Jul 20 2022 14:50:20 GMT+0000 (Coordinated Universal Time),Wed Jul 20 2022 14:50:20 GMT+0000 (Coordinated Universal Time),Wed Jul 20 2022 14:58:52 GMT+0000 (Coordinated Universal Time),"Royalty-free music for YouTube, Facebook, podcasts and other media projects.",royalty-free-music,,,,,,https://freemusicarchive.org/,https://uploads-ssl.webflow.com/62976cf559741c0c9a8c5159/62d8162906f22bd95461713d_61a101bc4f562937d8b3a90a_Free%20Music%20Archive.png
Freepd,freepd,Wed Jul 20 2022 14:51:05 GMT+0000 (Coordinated Universal Time),Wed Jul 20 2022 14:51:05 GMT+0000 (Coordinated Universal Time),Wed Jul 20 2022 14:58:52 GMT+0000 (Coordinated Universal Time),100% free music - creative commons - no attribution required.,royalty-free-music,,,,,,https://freepd.com/,https://uploads-ssl.webflow.com/62976cf559741c0c9a8c5159/62d81655d7da4313dd5de5b7_61d72b39ea942561f90d4837_FreePD.png
FreeSound,freesound,Wed Jul 20 2022 14:51:34 GMT+0000 (Coordinated Universal Time),Wed Jul 20 2022 14:51:34 GMT+0000 (Coordinated Universal Time),Wed Jul 20 2022 14:58:52 GMT+0000 (Coordinated Universal Time),"Freesound is a collaborative database of Creative Commons Licensed sounds. Browse, download and share sounds.",royalty-free-music,,,,,,https://freesound.org/,https://uploads-ssl.webflow.com/62976cf559741c0c9a8c5159/62d8166d557c2a0158901ac1_61d72be2fa31f85c4dad26cc_Freesound.png
Frequency Ads,frequency-ads,Tue Jun 28 2022 12:51:34 GMT+0000 (Coordinated Universal Time),Thu Jun 30 2022 10:46:33 GMT+0000 (Coordinated Universal Time),Thu Jun 30 2022 10:48:34 GMT+0000 (Coordinated Universal Time),"Podcasts use Frequency Ads to increase revenue opportunities, add efficiencies to operations, and scale.",ad-sales,,,,,,https://www.frequencyads.com/,https://uploads-ssl.webflow.com/62976cf559741c0c9a8c5159/62baf950e9e9d958019095a2_61c200a0194edc1f858283aa_Frequency.png
Fresh Air Production,fresh-air-production,Fri Jul 15 2022 13:09:04 GMT+0000 (Coordinated Universal Time),Fri Jul 15 2022 13:09:04 GMT+0000 (Coordinated Universal Time),Fri Jul 15 2022 13:33:27 GMT+0000 (Coordinated Universal Time),"Fresh Air grew out of years of making shows for national radio, with a mission to bring broadcast-quality production values into podcasting. We help brands to create podcasts which people genuinely want to listen to, harnessing the power of audio to achieve measurable success with this exciting medium.",production-companies,,,,,,https://www.freshairproduction.co.uk/,https://uploads-ssl.webflow.com/62976cf559741c0c9a8c5159/62d166e7d93ea73265a35c35_61a101c9f951cd6d8bc0e2f4_Fresh%20Air%20Production.png
Frogpants Studio,frogpants-studio,Mon Jul 04 2022 13:26:05 GMT+0000 (Coordinated Universal Time),Mon Jul 04 2022 13:26:05 GMT+0000 (Coordinated Universal Time),Mon Jul 04 2022 13:30:25 GMT+0000 (Coordinated Universal Time),"Podcasts & video, comics and more, from Scott Johnson.",podcast-networks,,,,,,https://www.frogpants.com/podcasts,https://uploads-ssl.webflow.com/62976cf559741c0c9a8c5159/62c2ea67a3ad0f50c7166461_61a101d017f9bf9068801097_Frogpants%20Studios.png
FRQNCY,frqncy,Fri Jul 15 2022 13:09:33 GMT+0000 (Coordinated Universal Time),Fri Jul 15 2022 13:09:33 GMT+0000 (Coordinated Universal Time),Fri Jul 15 2022 13:33:27 GMT+0000 (Coordinated Universal Time),FRQNCY Media is a first-of-its-kind podcast production and audio innovation company founded by entrepreneur and podcaster Michelle Khouri.,production-companies,,,,,,https://frqncy.media/,https://uploads-ssl.webflow.com/62976cf559741c0c9a8c5159/62d16708cc501b3cb0b6973f_61a101d8583ca921b7d818a7_Frqncy.png
Fullcast ,fullcast,Fri Jul 15 2022 13:09:51 GMT+0000 (Coordinated Universal Time),Fri Jul 15 2022 13:09:51 GMT+0000 (Coordinated Universal Time),Fri Jul 15 2022 13:33:27 GMT+0000 (Coordinated Universal Time),Fullcast helps entrepreneurs launch and market their authority building podcast using our proven 5-step process.,production-companies,,,,,,https://fullcast.co/,https://uploads-ssl.webflow.com/62976cf559741c0c9a8c5159/62d1671cfeb684c2011f9e53_61a101dfa0d9b8eda6c0d38b_Fullcast.png
Fulltime Fantasy,fulltime-fantasy,Mon Jul 04 2022 13:27:11 GMT+0000 (Coordinated Universal Time),Mon Jul 04 2022 13:27:11 GMT+0000 (Coordinated Universal Time),Mon Jul 04 2022 13:30:25 GMT+0000 (Coordinated Universal Time),An amazing network of fantasy sports and wagering podcasts.,podcast-networks,,,,,,https://fulltimefantasy.com/pods/,https://uploads-ssl.webflow.com/62976cf559741c0c9a8c5159/62c2eaabee0defe51d30ba91_61a101ed17f9bfb2d1801160_FullTime%20Fantasy.png
Fusebox,fusebox,Fri Jul 15 2022 12:25:32 GMT+0000 (Coordinated Universal Time),Wed Jul 27 2022 12:39:03 GMT+0000 (Coordinated Universal Time),Wed Jul 27 2022 13:59:53 GMT+0000 (Coordinated Universal Time),"Wherever your audience gathers online, your podcast can now be there too. Within an online course. Inside a membership community. Featured on your website. With Fusebox, you can now grow your podcast like never before.",podcast-hosting-companies,podcast-players,,,,,https://fusebox.fm,https://uploads-ssl.webflow.com/62976cf559741c0c9a8c5159/62d15cb58a220a7302e8092c_61a101f33d89186333c4a753_Fusebox.png
FusionCast,fusioncast,Wed Jul 20 2022 14:36:51 GMT+0000 (Coordinated Universal Time),Wed Jul 20 2022 14:36:51 GMT+0000 (Coordinated Universal Time),Wed Jul 20 2022 14:42:51 GMT+0000 (Coordinated Universal Time),"Record high-quality podcasts online. Most generic tools complicate things for all parties, and yield low-quality recordings. Fusioncast makes it easy to record every participant remotely, on separate audio & video tracks captured locally, and saved automatically in the cloud. All through the browser.",remote-recording-software,,,,,,https://fusioncast.fm/,https://uploads-ssl.webflow.com/62976cf559741c0c9a8c5159/62d812fc98dc4a761c116f89_61d8698d65baa392eeafdd4d_Fusioncast.png
Futuri Media,futuri-media,Tue Jun 28 2022 12:53:44 GMT+0000 (Coordinated Universal Time),Thu Jun 30 2022 10:46:29 GMT+0000 (Coordinated Universal Time),Thu Jun 30 2022 10:48:34 GMT+0000 (Coordinated Universal Time),Futuri arms your sales team with AI-powered tools and insights that help close more deals and increase sales team productivity by up to 20%.,ad-sales,,,,,,https://futurimedia.com/,https://uploads-ssl.webflow.com/62976cf559741c0c9a8c5159/62baf9cbfa61b87f8968fe95_futuri-logo-.png
Garageband,garageband,Fri Jul 15 2022 11:34:16 GMT+0000 (Coordinated Universal Time),Fri Jul 15 2022 11:34:16 GMT+0000 (Coordinated Universal Time),Fri Jul 15 2022 13:33:27 GMT+0000 (Coordinated Universal Time),"GarageBand is a fully equipped music creation studio right inside your Mac — with a complete sound library that includes instruments, presets for guitar and voice, and an incredible selection of session drummers and percussionists.",audio-editing-software,,,,,,https://www.apple.com/mac/garageband/,https://uploads-ssl.webflow.com/62976cf559741c0c9a8c5159/62d150b526427ac1cbc45379_61a102052db58b7b8dff635f_GarageBand.png
Geek Dad,geek-dad,Mon Jul 04 2022 13:27:51 GMT+0000 (Coordinated Universal Time),Mon Jul 04 2022 13:27:51 GMT+0000 (Coordinated Universal Time),Mon Jul 04 2022 13:30:25 GMT+0000 (Coordinated Universal Time),"Geek Dad is a network of podcasts for geeks and parents. Here you can find content focused on genre entertainment, geeky music, tabletop gaming, books and comics, writing, and even conversations with our kids.",podcast-networks,,,,,,https://geekdad.com/gpn/,https://uploads-ssl.webflow.com/62976cf559741c0c9a8c5159/62c2ead5efce294d91d912eb_61a1020df3daa23aea8aca3f_Geek%20Dad.png
Gen-Z Media,gen-z-media,Fri Jul 15 2022 13:10:23 GMT+0000 (Coordinated Universal Time),Fri Jul 15 2022 13:10:23 GMT+0000 (Coordinated Universal Time),Fri Jul 15 2022 13:33:27 GMT+0000 (Coordinated Universal Time),"At Gen-Z Media, we create and produce some of the most innovative audio programming around. We’re all about families and friends listening together and connecting over great stories. Gen-Z podcasts are downloaded millions of times every month by fans all over the world.",production-companies,,,,,,https://gzmshows.com/,https://uploads-ssl.webflow.com/62976cf559741c0c9a8c5159/62d16735b54afe2949ea889a_61f185470aeef5baf305ca5c_Gen-Z%20Media.png
GenZ.fm,genz-fm,Mon Jul 04 2022 13:29:18 GMT+0000 (Coordinated Universal Time),Mon Jul 04 2022 13:29:18 GMT+0000 (Coordinated Universal Time),Mon Jul 04 2022 13:30:25 GMT+0000 (Coordinated Universal Time),Genz.fm is an open network for podcasts that are hosted by amazing GenZ podcasters.,podcast-networks,,,,,,https://genz.fm/,https://uploads-ssl.webflow.com/62976cf559741c0c9a8c5159/62c2eb2af3ac9f7817063897_61a10216fc102cb97779f95e_Genz.fm.png
Ghost,ghost,Wed Jul 27 2022 13:54:38 GMT+0000 (Coordinated Universal Time),Wed Jul 27 2022 13:54:38 GMT+0000 (Coordinated Universal Time),Wed Jul 27 2022 13:59:53 GMT+0000 (Coordinated Universal Time),"Create your own platform on the web. Ghost is a powerful app for new-media creators to publish, share, and grow a business around their content. It comes with modern tools to build a website, publish content, send newsletters & offer paid subscriptions to members.",website-builders,,,,,,https://ghost.org/,https://uploads-ssl.webflow.com/62976cf559741c0c9a8c5159/62e142f2abb5c8e3ae909ed9_61fbcd163f4ed069ab9f1180_Ghost.png
Gimlet Media,gimlet-media,Mon Jul 04 2022 13:29:47 GMT+0000 (Coordinated Universal Time),Mon Jul 04 2022 13:29:47 GMT+0000 (Coordinated Universal Time),Mon Jul 04 2022 13:30:25 GMT+0000 (Coordinated Universal Time),Gimlet Media is the award-winning narrative podcasting company that aims to help listeners better understand the world and each other.,podcast-networks,,,,,,https://gimletmedia.com/,https://uploads-ssl.webflow.com/62976cf559741c0c9a8c5159/62c2eb47926d5865200a3538_61a1022e5c321fb3349b81e9_Gimlet%20Media.png
Glisten Media,glisten-media,Fri Jul 15 2022 13:11:23 GMT+0000 (Coordinated Universal Time),Fri Jul 15 2022 13:11:23 GMT+0000 (Coordinated Universal Time),Fri Jul 15 2022 13:33:27 GMT+0000 (Coordinated Universal Time),"Glisten Media is a full-service podcast and audio agency. Working together with Comms and PR agencies as well as directly with small businesses and experts, we produce engaging audio podcasts that meet your company's goals.",production-companies,,,,,,https://glisten.media/,https://uploads-ssl.webflow.com/62976cf559741c0c9a8c5159/62d167725806f76a29367efe_61a10233d2986a8f91b348d7_Glisten%20Media.png
Global Player,global-player,Wed Jul 27 2022 12:39:18 GMT+0000 (Coordinated Universal Time),Wed Jul 27 2022 12:39:18 GMT+0000 (Coordinated Universal Time),Wed Jul 27 2022 13:59:53 GMT+0000 (Coordinated Universal Time),"Global Player opens up a world of audio at your fingertips, allowing listeners to enjoy all of Global’s radio brands, award-winning podcasts, expertly-curated playlists, all in one place, wherever you go. All for free. Just sign in and enjoy!",podcast-players,,,,,,https://global.com/global-player/,https://uploads-ssl.webflow.com/62976cf559741c0c9a8c5159/62e131f3d111dd1e8031017e_61a1023b9cb6fd12e75b8822_Global%20Player.png
Glow,glow,Thu Jul 14 2022 12:48:31 GMT+0000 (Coordinated Universal Time),Thu Jul 14 2022 12:48:31 GMT+0000 (Coordinated Universal Time),Thu Jul 14 2022 13:00:10 GMT+0000 (Coordinated Universal Time),Glow is the simplest and easiest way to build a podcast membership program and offer exclusive content to your podcast audience. Glow makes it easy to monetize directly from your biggest fans with exclusive podcasts.,subscriptions,,,,,,https://www.glow.fm/,https://uploads-ssl.webflow.com/62976cf559741c0c9a8c5159/62d010982382a127b9e2d705_61a1024c29957971978cd7ea_Glow.png
GoodPods,goodpods,Wed Jul 20 2022 12:33:07 GMT+0000 (Coordinated Universal Time),Wed Jul 20 2022 12:33:07 GMT+0000 (Coordinated Universal Time),Wed Jul 20 2022 13:26:37 GMT+0000 (Coordinated Universal Time),Award-winning podcast app in which the discovery is based on recommendations from friends.,podcast-players,,,,,,https://www.goodpods.com/,https://uploads-ssl.webflow.com/62976cf559741c0c9a8c5159/62d7f60093a2eeb9c1d1d060_good%20pods%20logo.webp
Google Podcasts,google-podcasts,Wed Jul 27 2022 12:39:51 GMT+0000 (Coordinated Universal Time),Wed Jul 27 2022 12:39:51 GMT+0000 (Coordinated Universal Time),Wed Jul 27 2022 13:59:53 GMT+0000 (Coordinated Universal Time),"With Google Podcasts, you can find and listen to the world's podcasts for free.",podcast-players,,,,,,https://podcasts.google.com/,https://uploads-ssl.webflow.com/62976cf559741c0c9a8c5159/62e132113c06ff4c4fce724b_61a102585c8f596d0f6f61e9_Google%20Podcasts.png
GoTranscript,gotranscript,Thu Jul 21 2022 14:56:07 GMT+0000 (Coordinated Universal Time),Thu Jul 21 2022 14:56:07 GMT+0000 (Coordinated Universal Time),Thu Jul 21 2022 15:05:08 GMT+0000 (Coordinated Universal Time),"100% Human-Generated Transcription Services. 98.5% customer satisfaction, 144 million minutes transcribed. 50+ supported languages.",transcription,,,,,,https://gotranscript.com/,https://uploads-ssl.webflow.com/62976cf559741c0c9a8c5159/62d968fba9f86f3ab1e29569_61a1025ef3daa264f18aca6b_GoTranscript.png
Grape,grape,Fri Jul 15 2022 13:11:40 GMT+0000 (Coordinated Universal Time),Fri Jul 15 2022 13:11:40 GMT+0000 (Coordinated Universal Time),Fri Jul 15 2022 13:33:27 GMT+0000 (Coordinated Universal Time),Grape crafts world-class audio entertainment that makes the world listen more closely. Our two areas of expertise are music and young-minded audiences.,production-companies,,,,,,http://www.wearegrape.com/,https://uploads-ssl.webflow.com/62976cf559741c0c9a8c5159/62d167875aad577450c7b4ec_621f683b54a8031d141b01d3_Grape.png
Great Pods,great-pods,Thu Jul 14 2022 12:18:04 GMT+0000 (Coordinated Universal Time),Thu Jul 14 2022 12:18:04 GMT+0000 (Coordinated Universal Time),Thu Jul 14 2022 12:43:55 GMT+0000 (Coordinated Universal Time),Weekly podcast recommendations based on critic and listener reviews!,podcasting-newsletters,,,,,,https://greatpods.co/newsletter,https://uploads-ssl.webflow.com/62976cf559741c0c9a8c5159/62d0095a0601297f76c55077_61a1026d5c321f5b7d9b88f9_Great%20Pods.png
